"Pathway1 KEGG","Pathway2 KEGG","Connecting reactions","Connection metabolites"
"map01100","map00604","R05937|R05938|R05939|R05940|R05941|R05942|R05943|R05945|R05946|R05947|R05948|R05949|R05950|R05951|R05952|R05953|R05954|R05955|R05956|R05957|R05958|R05959|R06004|R06010","G10616|G00092|G10621|G00108|G10611|G10619|G00123|G00109|G00113|G10609|G00110|G00111|G00112|G00128|G00114|G00118|G00115|G00116|G00117|G00129|G00119|G00120|G00121|G00122|G00124|G00125|G00126|G00127|C00001|C01132|C00124"
"map01100","map00561","R00841|R00847|R00851|R01011|R01034|R01039|R01351|R01514|R02239|R02240|R02241|R02250|R02251|R02687|R02689|R02691|R02757|R04377|R04469|R04472|R05081|R06867","C00093|C00001|C00116|C00009|C00002|C00008|C00040|C00681|C00010|C00184|C00111|C00003|C00004|C00080|C00006|C00005|C01885|C00162|C00258|C00197|C00416|C00641|C00422|C00029|C00015|C04046|C00052|C03692|C06040|C06037|C00344|C00165|C06041|C11521|C13508"
"map01100","map00564","R00748|R00749|R00851|R01021|R01310|R01320|R01321|R01468|R01799|R01800|R01801|R01802|R01890|R02029|R02030|R02038|R02051|R02055|R02056|R02057|R02239|R02240|R02241|R02756|R03424|R06871|R07376|R07377|R07390|R09944","C00346|C00001|C00084|C00014|C00009|C00189|C00093|C00040|C00681|C00010|C00002|C00114|C00008|C00588|C00157|C00416|C00019|C04308|C00021|C00307|C00641|C00055|C00063|C00013|C00269|C00065|C02737|C03892|C00137|C01194|C00344|C05980|C00570|C00350|C00011|C01241|C00006|C03372|C00005|C00080|C00116|C00112"
"map01100","map00565","R03110|R03437|R03438|R03454|R03455|R04162|R04311|R04321|R04360|R04361|R04413|R04452|R04571|R06364|R07379|R07381|R07384|R07387","C00307|C03454|C00055|C00958|C00024|C04317|C00010|C04598|C00040|C05212|C01264|C00001|C03820|C00009|C03968|C05977|C03201|C03372|C00339|C03715|C03129|C00006|C00005|C00080|C04635|C04756|C00033|C04475|C00030|C00007|C00028|C00570|C00060|C00346"
"map01100","map00590","R00073|R01317|R01590|R01593|R01595|R01596|R02265|R02266|R02267|R02268|R02581|R02583|R02801|R03057|R03058|R03059|R03521|R03878|R05055|R05056|R05057|R05058|R05059|R05060|R05207|R07038|R07041|R07042|R07043|R07044|R07045|R07046|R07048|R07050|R07051|R07052|R07053|R07108|R07109|R07110|R07111|R09506|R09875","C00427|C00028|C00001|C05956|C00030|C00157|C04230|C00219|C00007|C05966|C05356|C05965|C00584|C00696|C01312|C02198|C00639|C00006|C00005|C00080|C05953|C05957|C00909|C02165|C00051|C02166|C05961|C05963|C05951|C05952|C00037|C05955|C05954|C05958|C05962|C05964|C00025|C06462|C14812|C14748|C14781|C14813|C14782|C14814|C14749|C14771|C14770|C14769|C14768|C14823|C14775|C14774|C14773|C14772|C00342|C00343"
"map01100","map00591","R03626|R07055|R07056|R07063|R07064","C01595|C00007|C04717|C00005|C00080|C14825|C00006|C00001|C14826|C00030|C06426|C00028|C00157|C04230"
"map01100","map00100","R00702|R01451|R01456|R01457|R02872|R02874|R03199|R03200|R03310|R03311|R03353|R03610|R03611|R03677|R03724|R03775|R04427|R04667|R04804|R05639|R05640|R05641|R05703|R05731|R07215|R07481|R07482|R07483|R07484|R07490|R07491|R07492|R07493|R07494|R07495|R07496|R07497|R07498|R07505|R07506|R07507|R07509|R09515|R09516","C00448|C00013|C03428|C00187|C00003|C01164|C00004|C00080|C00006|C00005|C01802|C00751|C00007|C01054|C00001|C01724|C01902|C01189|C00205|C05443|C03845|C01561|C01673|C01694|C05441|C00028|C05107|C00030|C02141|C01943|C00019|C05437|C00021|C04525|C05439|C05108|C11455|C00058|C05440|C11508|C08830|C15776|C11522|C15777|C15780|C15781|C01789|C15808|C15816|C00011|C05103|C15778|C18231|C07712"
"map01100","map00900","R00238|R01121|R01123|R01658|R01978|R02003|R02061|R02063|R02082|R02245|R03245|R05633|R05634|R05636|R05637|R05688|R05884|R08209|R08689|R10859","C00024|C00010|C00332|C00002|C01143|C00008|C00009|C00129|C00011|C00235|C00013|C00341|C00356|C00001|C00448|C00353|C00080|C00005|C05427|C00006|C00418|C01107|C11434|C00063|C11435|C11436|C00022|C00118|C11437|C11453|C00055|C11811|C00003|C00004|C00138|C00139|C02869|C02745"
"map01100","map00903","",""
"map01100","map00830","R00032|R02123|R02124|R02125|R08379|R08392","C02094|C00007|C00376|C00003|C00001|C00777|C00004|C00080|C00473|C00027|C00006|C00005|C16677"
"map01100","map00930","R05099|R05356|R05507|R06941|R06942|R06943|R06944","C06102|C00006|C00001|C06104|C00005|C00080|C06593|C02378|C00026|C00025|C14145|C00003|C02232|C00004|C14144|C14143|C00016|C01352|C00010|C00002|C00020|C00013"
"map01100","map00622","R00228|R00750|R02601|R04089|R05138|R05282|R05288|R05289|R05290|R05291|R05292|R05293|R05295|R05298|R05309|R05314|R05347|R05348|R05353|R05374|R05389|R05428|R05442|R05443|R05663|R05664|R05665|R05864|R05865|R09097","C00084|C00010|C00003|C00024|C00004|C00080|C00022|C03589|C00596|C00001|C02923|C00007|C06210|C00033|C06757|C06758|C06756|C00006|C01454|C00005|C06729|C06730|C00011|C06760|C00479|C06762|C06720|C06731|C07216|C07209|C07213|C07214|C07478|C07479|C11354|C07215|C07212|C07208|C07211|C00058|C00100"
"map01100","map00642","R05313|R05366|R05416|R05440|R05745","C06727|C00003|C06728|C00004|C00080|C07123|C00001|C00596|C00163|C00007|C07111|C00028|C11348|C00030"
"map01100","map00362","R00228|R00238|R00750|R00813|R00816|R00817|R01295|R01296|R01298|R01300|R01301|R01422|R01629|R01630|R01631|R01976|R02451|R02601|R02602|R02604|R02762|R02988|R02989|R02990|R02991|R03026|R03307|R03470|R03892|R03966|R04061|R04223|R05316|R05581|R05594|R05597|R05621|R05622|R06989|R06990","C00084|C00010|C00003|C00024|C00004|C00080|C00332|C00022|C03589|C06321|C00090|C00011|C00007|C00682|C02480|C00180|C00005|C00156|C00006|C00001|C00230|C00002|C00020|C00013|C02949|C00512|C02814|C01163|C01144|C00138|C06322|C00139|C00009|C00008|C00596|C03453|C00058|C02501|C00846|C02222|C00091|C00042|C02232|C03586|C00877|C01278|C03676|C06749|C09821|C06714|C14610"
"map01100","map00710","R00024|R00206|R00214|R00216|R00258|R00341|R00342|R00343|R00345|R00355|R00762|R01015|R01056|R01061|R01063|R01067|R01068|R01512|R01523|R01529|R01621|R01641|R01829|R01845","C01182|C00011|C00001|C00197|C00002|C00022|C00009|C00020|C00074|C00013|C00149|C00003|C00004|C00080|C00006|C00005|C00041|C00026|C00025|C00036|C00008|C00049|C00354|C00085|C00118|C00111|C00117|C00199|C00236|C00279|C00231|C00227|C05382|C00447"
"map01100","map00190","",""
"map01100","map00311","R03064|R04147|R04870|R04872|R05229|R05301|R06361","C00916|C00010|C03112|C00024|C05557|C06564|C00956|C00183|C00097|C00002|C00001|C05556|C00020|C00013|C00007|C00042|C00011|C06565|C00026|C00040|C00395"
"map01100","map00430","R00230|R00243|R00315|R00396|R00893|R00901|R01681|R01682|R02466|R02467|R02600|R03720|R05652","C00024|C00009|C00010|C00227|C00025|C00003|C00001|C00026|C00014|C00004|C00080|C00002|C00033|C00008|C00041|C00022|C00097|C00007|C00606|C00094|C00283|C00506|C00519|C00245|C00011|C01678|C00593|C00005|C05123|C00006|C01794|C05122"
"map01100","map00402","R02340","C03506|C00463|C00118"
"map01100","map00670","R00936|R00937|R00939|R00940|R00943|R00945|R00946|R01217|R01218|R01220|R01224|R01225|R01655|R02101|R02235|R02236|R02287|R02301|R02302|R02729|R03189|R04125|R04325|R04326|R04560|R06613|R07168","C00101|C00003|C00415|C00004|C00080|C00504|C00006|C00005|C00058|C00002|C00008|C00009|C00234|C00143|C00037|C00001|C00065|C00440|C00155|C00073|C00138|C00139|C00445|C00133|C02115|C00365|C00364|C00664|C00025|C00439|C03479|C00014|C02718|C01045|C01242|C02972|C03838|C04376|C04677|C04734"
"map01100","map00550","R00660|R01150|R02783|R02786|R03191|R03192|R03193|R04573|R05030|R05629|R05662|R08776|R08777|R08778","C00074|C00043|C04631|C00009|C00002|C00133|C00008|C00993|C01212|C00217|C00692|C00047|C05892|C01050|C00003|C00004|C00080|C00006|C00005|C00041|C04702|C05893|C00014|C05894|C17556|C00105|C04851|C00015|C02412|C01642|C17541|C17542|C05895"
"map01100","map01053","R01717","C00251|C00885"
"map01100","map00363","R06883|R06885|R06886|R06892|R06893","C13624|C00004|C00080|C00007|C13629|C00003|C00001|C13632|C00633|C10700|C00005|C13636|C00006|C00530|C00033"
"map01100","map00643","R01364|R02519|R02536|R02963|R03181|R05354|R05362|R05404|R05417|R05450|R05487|R05488|R10697","C00164|C00122|C01061|C00001|C00544|C00007|C01036|C00601|C00003|C07086|C00004|C00080|C00827|C00894|C07084|C07085|C07087|C00596|C00511|C07083|C05852|C01352|C20782|C00016"
"map01100","map01057","R05705","C01847|C00003|C00061|C00004|C00080"
"map01100","map00471","R00243|R00248|R00256|R00260|R00579|R01579|R02783|R03193","C00025|C00003|C00001|C00026|C00014|C00004|C00080|C00006|C00005|C00064|C00217|C00819|C00002|C01212|C00008|C00009|C00692|C01050|C00041"
"map01100","map00312","","C00025|C00003|C00001|C00026|C00014|C00004|C00080|C00006|C00005|C00064|C00217|C00819|C00002|C01212|C00008|C00009|C00692|C01050|C00041"
"map01100","map00532","R04104|R05925|R05926|R05927|R05928|R05929|R05931|R05932","C00401|C01490|C02189|G10613|G10619|G00154|G10609|G00155|G00156|G10612|G00157|G10611|G00158|G00159|G00160"
"map01100","map00950","R00031|R00729|R00731|R00734|R02080|R03831|R03832|R03833|R03834|R04300|R04305|R04690|R04691|R04692|R04695|R04696|R04697|R04699|R04700|R04701|R04702|R04705|R04707|R04708|R04723|R04768|R04769|R05123|R05124|R05125|R05126|R05732|R05750|R05891|R05892|R05893|R09402","C00007|C00082|C00355|C00001|C01179|C00014|C00027|C00026|C00025|C03758|C00011|C02105|C02106|C00019|C05202|C00021|C00080|C00028|C06167|C00030|C05174|C00006|C00005|C04043|C03765|C06160|C05175|C06163|C06161|C05176|C05178|C05179|C05220|C05189|C05190|C05191|C05247|C05193|C05316|C05194|C00024|C00010|C05322|C06165|C06173|C00033|C06174|C06171|C06172|C00067|C00042|C01852|C07304|C11816|C09421|C09390|C01516"
"map01100","map00906","R00702|R02065|R03824|R04218|R04787|R04798|R04800|R05341|R06946|R06947|R06948|R06949|R06950|R06951|R06952|R06953|R06954|R06957|R06962|R06963|R07178|R07179|R07199|R07200|R07512|R07518|R07519|R07520|R07521|R07522|R07523|R07524|R07525|R07526|R07527|R07528|R07529|R07530|R07531|R07532|R07533|R07534|R07535|R07536|R07537|R07538|R07539|R07558|R07559|R07575|R07840|R09653|R09654|R09655|R09656|R09658|R09692|R09782|R09783|R10508","C00448|C00013|C03428|C00353|C03427|C05435|C02094|C05421|C05414|C00028|C05430|C00030|C00007|C05431|C00001|C05432|C06098|C00004|C00080|C08579|C00003|C08614|C08606|C13431|C13433|C13453|C14044|C14045|C13455|C06082|C00027|C08586|C05433|C00072|C05422|C00005|C00006|C15858|C15867|C19795|C15874|C00019|C15877|C00021|C15878|C15879|C15881|C00138|C15884|C00139|C15885|C15886|C15887|C15888|C08590|C08601|C15892|C15895|C15898|C15900|C15902|C15903|C15905|C08591|C00029|C15970|C00015|C16276|C02061|C19765|C16693|C19764|C15857|C15602|C19759|C15603|C08613|C19892|C07330|C08607"
"map01100","map00910","R00093|R00114|R00149|R00243|R00248|R00253|R00540|R05185|R05186","C00025|C00003|C00064|C00026|C00004|C00080|C00006|C00005|C00002|C00014|C00011|C00001|C00008|C00009|C00169|C00726|C00060|C00697|C00138|C00139|C00282|C02745|C02869"
"map01100","map00750","R00173|R00174|R00277|R00278|R01708|R01709|R01710|R01711|R01825|R01909|R01911|R02493|R02494|R04210|R05085|R05681|R05838|R05840|R07406","C00018|C00001|C00250|C00009|C00002|C00008|C00647|C00007|C00014|C00027|C00627|C00314|C00006|C00005|C00080|C00847|C00534|C00279|C00003|C03393|C00004|C06054|C06055|C00026|C00025|C07335|C11638|C11437|C00266|C00109|C01401|C00011"
"map01100","map00730","R00033|R00072|R00615|R00616|R00617|R00618|R00619|R02133|R02134|R03223|R03471|R03472|R04448|R04509|R05636|R07459|R07460|R07461|R07463|R09977|R10246|R10247|R10685|R10686|R10711|R10712","C00378|C00007|C00027|C05856|C00001|C02892|C00068|C01081|C00009|C00002|C00008|C03028|C00020|C01279|C04294|C00080|C04752|C04327|C00013|C04556|C03373|C00019|C05198|C00073|C00058|C00237|C00022|C00118|C11437|C00011|C15810|C15813|C15811|C00097|C15812|C00041|C15814|C00037|C15809|C20246|C20247|C00082|C00030|C01468|C00028|C00003|C17023|C20784|C00153|C00018|C00135"
"map01100","map00400","R00674|R00688|R00689|R00692|R00694|R00729|R00732|R00733|R00734|R00985|R00986|R01073|R01373|R01714|R01715|R01728|R01730|R01731|R01795|R01826|R02340|R02412|R02413|R02415|R02722|R03083|R03084|R03460|R03508|R03509|R06847|R07276|R09254","C00065|C00463|C00078|C00001|C00079|C00003|C00166|C00014|C00004|C00080|C00007|C00027|C00022|C00041|C00026|C00025|C00082|C01179|C00826|C00011|C00006|C00005|C00251|C00108|C00064|C04302|C00013|C00119|C00254|C01269|C00009|C00036|C00049|C00272|C00268|C00074|C00279|C04691|C03506|C00118|C00002|C00493|C00008|C03175|C02637|C00113|C01359|C00944|C01302"
"map01100","map00540","R03254|R03350|R03351|R04549|R04550|R04567|R04587|R04606|R04657|R04658|R05074|R05075|R05146|R05176|R05644|R05645|R05646|R05647","C04478|C00009|C00074|C01112|C00001|C01187|C00063|C00013|C04121|C04652|C00105|C04824|C00229|C06022|C04688|C00043|C04738|C00033|C00015|C04932|C00002|C00008|C04919|C06024|C00055|C06025|C06026|C05761|C06251|C05223|C06397|C06398|C07838|C05382|C07836|C11472"
"map01100","map00253","R00742","C00002|C00024|C00288|C00008|C00009|C00083"
"map01100","map01056","",""
"map01100","map00966","R01090|R01214|R02199","C00123|C00026|C00233|C00025|C00183|C00141|C00407|C00671"
"map01100","map00300","R00271|R00451|R00480|R00715|R01773|R01775|R01934|R01939|R02291|R02315|R02733|R02734|R02735|R02755|R03098|R03444|R04198|R04199|R04336|R04364|R04365|R04371|R04390|R04467|R04475|R04863|R07613|R09775|R09776|R09777|R09778|R09779|R10147","C00024|C00001|C00026|C01251|C00010|C00680|C00047|C00011|C00002|C00049|C00008|C03082|C00449|C00003|C00004|C00080|C00263|C00441|C00006|C00005|C05662|C00322|C00956|C00025|C00009|C04076|C04390|C00033|C00666|C04421|C00042|C03871|C00014|C05560|C00013|C04002|C03972|C20258|C05539|C00091|C04462|C05535|C11482|C00020|C19885|C19886|C19887|C19888|C19889|C00022"
"map01100","map00340","R01071|R01163|R01166|R01167|R01168|R02285|R02287|R02288|R02914|R03012|R03013|R03243|R03288|R03457|R04035|R04037|R04558|R04640","C02739|C00013|C00002|C00119|C01929|C00001|C00003|C00135|C00004|C00080|C00386|C00099|C00388|C00011|C00785|C00014|C00439|C00025|C00488|C00664|C00101|C03680|C00860|C01100|C00009|C00026|C01267|C01262|C01152|C04666|C02741|C04896|C04916|C00064|C04677"
"map01100","map00660","R00226|R00237|R00262|R00994|R03153|R03693|R03696|R03896|R03898","C06010|C00011|C00022|C01011|C00024|C03618|C00025|C00109|C00004|C00080|C06032|C00003|C02614|C00033|C01732|C00001|C00014|C02612|C02226"
"map01100","map00633","",""
"map01100","map00980","",""
"map01100","map00943","R02445","C00509|C00026|C00007|C01477|C00042|C00011|C00001"
"map01100","map00942","R06534","C05904|C00029|C12137|C00015"
"map01100","map00073","R09448|R09451|R09457","C18218|C19614|C00249|C00005|C00007|C00080|C00006|C00001|C19615"
"map01100","map00473","R00401|R01148|R01150","C00041|C00133|C00026|C00022|C00217|C00002|C00008|C00009|C00993"
"map01100","map00440","R00661|R00747|R04051|R04053|R04152|R04247|R04920|R04921|R04923","C00074|C02798|C03167|C00001|C00084|C00009|C00025|C05672|C00026|C00011|C03557|C00022|C00041|C00063|C00013|C05673|C00165|C00055|C05675|C00195|C05681|C05676"
"map01100","map00040","R00286|R00289|R01381|R01383|R01431|R01432|R01476|R01478|R01481|R01482|R01526|R01529|R01540|R01639|R01758|R01759|R01761|R01895|R01896|R01903|R01904|R01905|R01982|R01983|R02360|R02362|R02439|R02454|R02555|R02640|R03244|R05604|R05606|R05850|R07125|R07134|R07143|R07144|R07413|R07676|R09477|R10532|R10550|R10563|R10565|R10848","C00029|C00001|C00003|C00167|C00004|C00080|C00075|C00103|C00013|C05385|C01335|C00015|C03033|C00379|C00006|C00181|C00005|C00310|C00002|C00191|C00008|C00069|C00800|C00905|C00309|C00199|C00231|C00817|C00204|C00532|C00259|C00508|C00474|C00312|C00618|C00011|C00470|C00333|C00558|C02273|C00714|C00132|C01101|C00514|C03291|C01904|C14899|C15930|C20680|C00022|C02426|C00116"
"map01100","map00984","R01836|R01838|R04597|R09819|R09860|R09883|R09884|R09885","C00535|C00003|C00280|C00004|C00080|C00006|C00005|C04793|C00007|C04844|C19944|C01847|C00061|C00001|C20144|C14909|C20199|C20240|C00028|C00030"
"map01100","map00401","R00734|R01728","C00082|C00026|C01179|C00025|C00254|C00003|C00011|C00004|C00080"
"map01100","map00360","R00228|R00688|R00689|R00692|R00694|R00697|R00750|R01372|R01377|R01426|R01616|R01795|R01942|R02253|R02536|R02537|R02601|R03614|R05487|R05772|R05773|R06941|R06942|R07436|R08461|R08464|R08465|R08466|R08467|R09088|R09089|R09090|R09091","C00084|C00010|C00003|C00024|C00004|C00080|C00079|C00001|C00166|C00014|C00007|C00027|C00022|C00041|C00026|C00025|C00423|C03589|C05852|C00011|C00601|C00180|C00033|C00002|C00811|C00020|C00013|C00223|C00272|C00268|C00082|C00019|C00323|C00021|C00406|C00005|C00006|C07086|C00596|C01575|C04351|C07303|C00755|C14145|C02232|C14144|C00334|C16666|C00232|C08301|C08300|C02765|C16719|C17268|C00630|C00083|C18202|C06866"
"map01100","map00410","R00233|R00489|R00705|R00706|R00905|R00907|R00908|R00977|R00978|R01166|R01608|R02269|R02473|R02869|R03045|R03158|R03288|R09379","C00083|C00024|C00011|C00049|C00099|C00222|C00010|C00003|C00004|C00080|C00006|C00005|C02642|C00001|C00014|C00041|C00022|C00026|C00025|C00429|C00106|C00386|C00135|C01013|C00002|C00522|C00020|C00013|C00864|C01137|C00315|C00170|C00750|C05668|C00894|C01262|C01152|C18911|C03492"
"map01100","map00500","R00010|R00026|R00028|R00286|R00289|R00766|R00802|R00805|R00806|R00948|R00954|R00956|R00959|R01383|R01384|R01385|R01433|R01478|R01555|R01557|R01786|R01788|R01790|R01791|R01982|R02108|R02110|R02111|R02112|R02362|R02421|R02737|R02740|R02778|R02886|R02887|R02889|R03928|R05140|R05196|R08946|R09995","C01083|C00001|C00031|C00185|C00221|C00208|C00267|C00029|C00003|C00167|C00004|C00080|C00075|C00103|C00013|C00085|C00015|C02591|C00089|C02336|C00009|C00095|C00002|C00498|C00044|C00394|C00063|C00501|C00668|C01335|C03033|C00190|C00011|C00617|C00181|C02352|C00191|C00069|C00663|C00008|C00369|C00721|C00470|C00333|C00718|C01935|C00714|C00132|C00689|C05345|C00760|C06215"
"map01100","map00230","R00124|R00127|R00131|R00181|R00183|R00185|R00190|R00200|R00330|R00332|R00375|R00376|R00430|R00435|R00441|R00469|R00509|R00529|R00776|R01049|R01072|R01083|R01126|R01127|R01128|R01130|R01132|R01135|R01137|R01138|R01227|R01229|R01230|R01231|R01244|R01245|R01547|R01560|R01561|R01676|R01768|R01769|R01857|R01858|R01863|R01967|R01968|R01969|R02014|R02017|R02019|R02020|R02088|R02089|R02090|R02103|R02106|R02107|R02142|R02147|R02297|R02422|R02425|R02556|R02557|R02719|R02729|R02748|R04144|R04208|R04209|R04325|R04463|R04559|R04560|R04591|R06601|R06604|R06975|R07404|R07405|R09514","C00002|C00008|C00020|C00086|C00001|C00011|C00014|C00130|C00212|C00009|C00013|C00147|C00119|C00022|C00074|C00035|C00044|C00144|C00131|C00039|C00286|C00046|C00603|C00048|C00224|C00053|C00059|C00117|C03090|C00025|C00064|C03794|C00122|C00294|C04734|C00262|C00003|C00655|C00004|C00080|C00049|C00206|C00387|C00242|C00121|C00360|C00620|C00385|C00007|C00027|C00361|C00330|C00362|C00672|C00343|C00342|C00559|C00366|C11821|C01762|C00499|C02350|C05512|C00664|C00037|C00101|C02718|C03838|C04640|C03373|C04751|C00234|C04376|C04823|C04677|C12248|C00058|C00288|C15667"
"map01100","map00522","",""
"map01100","map00030","R00305|R01049|R01056|R01058|R01070|R01519|R01522|R01528|R01529|R01538|R01541|R01621|R01641|R01737|R01739|R01741|R01827|R01830|R02032|R02034|R02035|R02036|R02658|R02736|R02739|R02740|R04779|R04780|R05338|R05605|R06620|R07147|R08570|R08571|R08572|R09084|R09780|R10324|R10615|R10860","C00031|C15602|C00198|C15603|C00002|C00117|C00020|C00119|C00199|C00118|C00006|C00001|C00197|C00005|C00080|C05378|C00111|C00257|C00221|C00007|C00027|C00345|C00011|C00231|C00204|C00008|C04442|C00009|C00227|C05382|C06473|C00016|C01352|C00279|C05345|C00003|C01218|C00004|C01236|C01172|C00668|C00067|C06019|C00022|C00399|C00390|C00577|C00139|C00258|C00138|C00631|C00028|C00030"
"map01100","map00270","R00177|R00178|R00179|R00192|R00194|R00480|R00586|R00648|R00650|R00782|R00893|R00895|R00896|R00897|R00901|R00946|R00999|R01001|R01286|R01287|R01288|R01290|R01291|R01401|R01402|R01773|R01775|R01776|R01777|R01920|R02026|R02291|R02619|R02821|R02869|R03105|R03217|R03260|R04143|R04405|R04420|R04858|R04861|R07214|R07363|R07364|R07392|R07393|R07394|R07395|R07396|R10305|R10404","C00009|C00013|C00019|C00002|C00073|C00001|C00080|C01137|C00011|C01234|C00170|C00021|C00212|C00155|C03539|C00147|C00049|C00008|C03082|C00065|C00024|C00979|C00010|C00007|C01180|C00014|C00027|C00097|C00283|C00022|C00606|C00026|C00957|C00025|C00302|C00033|C00094|C00506|C00440|C00101|C01118|C00109|C00042|C02291|C01077|C11838|C03089|C04188|C00263|C00003|C00441|C00004|C00006|C00005|C00091|C00134|C00315|C00320|C00342|C00343|C05527|C00719|C01026|C00750|C04489|C04144|C04582|C00856|C02967|C00072|C06547|C00177|C05422|C15606|C08276|C00058|C00237|C15650|C15651"
"map01100","map00052","R00289|R00291|R00502|R00503|R00955|R00959|R01064|R01069|R01092|R01093|R01094|R01095|R01097|R01678|R01786|R01788|R03033|R03034|R03236|R03237|R03238|R03239|R03240|R03256|R03387|R04393|R05570|R05571|R10616|R10619","C00075|C00103|C00013|C00029|C00052|C00446|C00031|C00015|C00243|C00668|C01286|C00022|C00118|C03785|C00111|C00002|C00984|C00008|C00124|C00004|C00080|C01697|C00003|C03383|C00005|C00006|C00001|C00267|C00009|C00880|C01216|C01097|C00063|C00112|C00081|C00104|C01113|C05396|C00221|C04261|C00615|C06311|C00577"
