"KEGG ID","Names","chEBI","Occurence"
"C00325","GDP-L-fucose|GDP-beta-L-fucose","13332|17009","9"
"C00326","Glycoprotein","17089","1"
"C00327","L-Citrulline|2-Amino-5-ureidovaleric acid|Citrulline","16349","10"
"C00328","L-Kynurenine|3-Anthraniloyl-L-alanine","16946","5"
"C00329","D-Glucosamine|Chitosamine|2-Amino-2-deoxy-D-glucose","47977","11"
"C00330","Deoxyguanosine|2'-Deoxyguanosine","17172","4"
"C00331","Indolepyruvate|Indolepyruvic acid|(Indol-3-yl)pyruvate|Indole-3-pyruvate|3-(Indol-3-yl)pyruvate","29750","12"
"C00332","Acetoacetyl-CoA|Acetoacetyl coenzyme A|3-Acetoacetyl-CoA","15345","13"
"C00333","D-Galacturonate|D-Galacturonic acid","12952|4153","11"
"C00334","4-Aminobutanoate|4-Aminobutanoic acid|4-Aminobutyrate|4-Aminobutyric acid|gamma-Aminobutyric acid|GABA","16865","14"
"C00337","(S)-Dihydroorotate|(S)-4,5-Dihydroorotate|L-Dihydroorotate|L-Dihydroorotic acid|Dihydro-L-orotic acid","17025","5"
"C00338","Lipopolysaccharide|LPS","16412","5"
"C00339","Long-chain alcohol","17135","6"
"C00340","Reduced rubredoxin","","6"
"C00341","Geranyl diphosphate","17211","41"
"C00342","Thioredoxin|Reduced thioredoxin","15033|15967","25"
"C00343","Thioredoxin disulfide|Oxidized thioredoxin|Thioredoxin sulfide","18191","25"
"C00344","Phosphatidylglycerol|3-(3-sn-Phosphatidyl)glycerol|3(3-Phosphatidyl-)glycerol|PtdGro","17517","11"
"C00345","6-Phospho-D-gluconate","48928","7"
"C00346","Ethanolamine phosphate|O-Phosphorylethanolamine|Phosphoethanolamine|O-Phosphoethanolamine","17553","11"
"C00347","Long-chain carboxylate|Long-chain carboxylic acid","6526","6"
"C00348","all-trans-Undecaprenyl phosphate","16141","0"
"C00349","2-Methyl-3-oxopropanoate|3-Oxo-2-methylpropanoate|Methylmalonate semialdehyde","16256","3"
"C00350","Phosphatidylethanolamine|(3-Phosphatidyl)ethanolamine|(3-Phosphatidyl)-ethanolamine|Cephalin|O-(1-beta-Acyl-2-acyl-sn-glycero-3-phospho)ethanolamine|1-Acyl-2-acyl-sn-glycero-3-phosphoethanolamine|L-1-Phosphatidylethanolamine","16038","14"
"C00351","5'-Phosphooligonucleotide","","0"
"C00352","D-Glucosamine 6-phosphate|D-Glucosamine phosphate","15873|47987","9"
"C00353","Geranylgeranyl diphosphate|Geranylgeranyl pyrophosphate|all-trans-Geranylgeranyl diphosphate|all-trans-Geranylgeranyl pyrophosphate|(2E,6E,10E)-3,7,11,15-Tetramethylhexadeca-2,6,10,14-tetraen-1-yl diphosphate","48861","32"
"C00354","D-Fructose 1,6-bisphosphate","16905|37736","10"
"C00355","3,4-Dihydroxy-L-phenylalanine|L-Dopa|3-Hydroxy-L-tyrosine|L-beta-(3,4-Dihydroxyphenyl)alanine|Levodopa|Dihydroxy-L-phenylalanine","15765","17"
"C00356","(S)-3-Hydroxy-3-methylglutaryl-CoA|Hydroxymethylglutaryl-CoA|Hydroxymethylglutaroyl coenzyme A|HMG-CoA|3-Hydroxy-3-methylglutaryl-CoA","15467","7"
"C00357","N-Acetyl-D-glucosamine 6-phosphate","15784","7"
"C00360","dAMP|2'-Deoxyadenosine 5'-phosphate|2'-Deoxyadenosine 5'-monophosphate|Deoxyadenylic acid|Deoxyadenosine monophosphate","17713","3"
"C00361","dGDP|2'-Deoxyguanosine 5'-diphosphate","28862","6"
"C00362","dGMP|2'-Deoxyguanosine 5'-monophosphate|2'-Deoxyguanosine 5'-phosphate|Deoxyguanylic acid|Deoxyguanosine monophosphate","16192","4"
"C00363","dTDP|Deoxythymidine 5'-diphosphate","18075","59"
"C00364","dTMP|Thymidine 5'-phosphate|Deoxythymidine 5'-phosphate|Thymidylic acid|5'-Thymidylic acid|Thymidine monophosphate|Deoxythymidylic acid|Thymidylate","17013","8"
"C00365","dUMP|Deoxyuridylic acid|Deoxyuridine monophosphate|Deoxyuridine 5'-phosphate|2'-Deoxyuridine 5'-phosphate","17622","8"
"C00366","Urate|Uric acid","17775","6"
"C00367","Casein","","0"
"C00369","Starch","28017","9"
"C00370","Sterol","15889","5"
"C00371","Zeatin|N6-(4-Hydroxyisopentenyl)adenine|(E)-2-Methyl-4-(1H-purin-6-ylamino)but-2-en-1-ol|trans-Zeatin","16522","7"
"C00372","Dextran|1,6-alpha-D-Glucan|(1,6-alpha-D-Glucosyl)n|(1,6-alpha-D-Glucosyl)n+1|(1,6-alpha-D-Glucosyl)m|(1,6-alpha-D-Glucosyl)m+1|Dextran 40|Dextran 70|Dextran 75","18269|52071","4"
"C00373","Elastin","","0"
"C00374","Heparin|Enoxaparin|Bemiparin","28304","0"
"C00375","Primary amine|RCH2NH2","17062|32877","2"
"C00376","Retinal|Vitamin A aldehyde|Retinene|all-trans-Retinal|all-trans-Vitamin A aldehyde|all-trans-Retinene","17898","11"
"C00377","Steroid","35341","3"
"C00378","Thiamine|Thiamin|Vitamin B1|Aneurin|Antiberiberi factor","18385","7"
"C00379","Xylitol","17151","7"
"C00380","Cytosine","16040","5"
"C00381","Dolichol","16091","4"
"C00383","Malonate|Malonic acid|Propanedioic acid","30794","6"
"C00384","Neomycin","7507","0"
"C00385","Xanthine","17712|48517","16"
"C00386","Carnosine|Nalpha-(beta-alanyl)-L-histidine","15727","3"
"C00387","Guanosine","16750","6"
"C00388","Histamine|1H-Imidazole-4-ethanamine|2-(4-Imidazolyl)ethylamine","18295","5"
"C00389","Quercetin|3,3',4,5,7-Pentahydroxyflavone|3,5,7,3',4'-Pentahydroxyflavone","16243","10"
"C00390","Ubiquinol|QH2|CoQH2","17976","13"
"C00391","Calmodulin","","1"
"C00392","Mannitol|D-Mannitol","16899","7"
"C00393","Fibrinogen|Blood coagulation factor I","","0"
"C00394","GDP-glucose|GDP-D-glucose|GDP-alpha-D-glucose","17383|29062|62254","6"
"C00395","Penicillin|Penam","17334","3"
"C00396","Pyrimidine|Pyrimidine base","16898","3"
"C00397","Tobramycin|Nebramycin factir 6|3'-Deoxykanamycin B","28864","2"
"C00398","Tryptamine|3-(2-Aminoethyl)indole","16765","11"
"C00399","Ubiquinone|Coenzyme Q|CoQ|Q","16389","14"
"C00400","(-)-Menthol|L-Menthol","15409","4"
"C00401","Chondroitin|Chondroitin-D-glucuronate","16137","3"
"C00402","D-Aspartate|D-Aspartic acid","17364","5"
"C00403","Polypeptide","15841","1"
"C00404","Polyphosphate|(Phosphate)n|(Phosphate)n+1|(Phosphate)n-1|(Polyphosphate)n|(Polyphosphate)n-1","16838","15"
"C00405","D-Amino acid","16733","11"
"C00406","Feruloyl-CoA|trans-Feruloyl-CoA","15511","17"
"C00407","L-Isoleucine|2-Amino-3-methylvaleric acid","17191","10"
"C00408","L-Pipecolate|Pipecolinic acid|Pipecolic acid|2-Piperidinecarboxylic acid|(S)-Piperidine-2-carboxylic acid","30633|30913","10"
"C00409","Methanethiol|Methylmercaptan","16007","7"
"C00410","Progesterone|4-Pregnene-3,20-dione","17026","13"
"C00411","Sinapoyl-CoA","15540","6"
"C00412","Stearoyl-CoA|Stearyl-CoA|Stearyl coenzyme A","15541","5"
"C00413","Streptomycin","17076","4"
"C00414","Cyclohexanone","17854","5"
"C00415","Dihydrofolate|Dihydrofolic acid|7,8-Dihydrofolate|7,8-Dihydrofolic acid|7,8-Dihydropteroylglutamate","15633","8"
"C00416","Phosphatidate|Phosphatidic acid|1,2-Diacyl-sn-glycerol 3-phosphate|3-sn-Phosphatidate","16337","15"
"C00417","cis-Aconitate|cis-Aconitic acid","32805","4"
"C00418","(R)-Mevalonate|Mevalonic acid|3,5-Dihydroxy-3-methylvaleric acid","17710|36464","6"
"C00419","Polynucleotide","15986","2"
"C00420","Polysaccharide|Glycan|Polyglycose","18154","1"
"C00422","Triacylglycerol|Triglyceride","17855","7"
"C00423","trans-Cinnamate|trans-Cinnamic acid|(E)-Cinnamate","35697","13"
"C00424","(S)-Lactaldehyde|L-Lactaldehyde|L-2-Hydroxypropionaldehyde","18041","9"
"C00426","Dermatan sulfate","18376","2"
"C00427","Prostaglandin H2|(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate|(5Z,13E,15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate|PGH2|(5Z,9alpha,11alpha,13E,15S)-9,11-Epidioxy-15-hydroxy-prosta-5,13-dienoate","15554","8"
"C00429","5,6-Dihydrouracil|Dihydro-2,4(1H,3H)-pyrimidinedione|Dihydrouracile|Dihydrouracil|5,6-Dihydro-2,4-dihydroxypyrimidine|Hydrouracil|2,4-Dioxotetrahydropyrimidine","15901","5"
"C00430","5-Aminolevulinate|5-Amino-4-oxopentanoate|5-Amino-4-oxovaleric acid","17549","4"
"C00431","5-Aminopentanoate|5-Aminopentanoic acid|5-Aminovaleric acid","15887","4"
"C00433","2,5-Dioxopentanoate|2-Oxoglutarate semialdehyde","17415","6"
"C00434","Double-stranded DNA","4705","0"
"C00435","Oxidized rubredoxin","","6"
"C00436","N-Carbamoylputrescine","17902","3"
"C00437","N-Acetylornithine|N2-Acetyl-L-ornithine","16543","4"
"C00438","N-Carbamoyl-L-aspartate","15859","4"
"C00439","N-Formimino-L-glutamate|N-Formimidoyl-L-glutamate","7274","4"
"C00440","5-Methyltetrahydrofolate","15641","12"
"C00441","L-Aspartate 4-semialdehyde|Aspartate beta-semialdehyde|L-Aspartic 4-semialdehyde","13086|18051","12"
"C00444","5'-Phosphooligoribonucleotide","","0"
"C00445","5,10-Methenyltetrahydrofolate","15638","7"
"C00446","alpha-D-Galactose 1-phosphate|alpha-D-Galactopyranose 1-phosphate","17973","8"
"C00447","Sedoheptulose 1,7-bisphosphate|D-Sedoheptulose 1,7-bisphosphate|D-altro-Heptulose 1,7-biphosphate","17969","3"
"C00448","trans,trans-Farnesyl diphosphate|Farnesyl diphosphate|Farnesyl pyrophosphate|2-trans,6-trans-Farnesyl diphosphate|(2E,6E)-Farnesyl diphosphate","17407","101"
"C00449","N6-(L-1,3-Dicarboxypropyl)-L-lysine|Saccharopine|L-Saccharopine|N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid","16927","5"
"C00450","(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate|delta1-Piperideine-6-L-carboxylate","49014|58769","6"
"C00451","(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate|D-threo-Isocitric acid","151","1"
"C00454","NDP|Nucleoside diphosphate|Nucleoside 5'-diphosphate","16862","16"
"C00455","Nicotinamide D-ribonucleotide|NMN|Nicotinamide mononucleotide|Nicotinamide ribonucleotide|Nicotinamide nucleotide|beta-Nicotinamide D-ribonucleotide|beta-Nicotinamide ribonucleotide|beta-Nicotinamide mononucleotide","16171","8"
"C00458","dCTP|Deoxycytidine 5'-triphosphate|Deoxycytidine triphosphate|2'-Deoxycytidine 5'-triphosphate","16311","8"
"C00459","dTTP|Deoxythymidine triphosphate|Deoxythymidine 5'-triphosphate|TTP","18077","7"
"C00460","dUTP|2'-Deoxyuridine 5'-triphosphate","17625","7"
"C00461","Chitin|beta-1,4-Poly-N-acetyl-D-glucosamine|[1,4-(N-Acetyl-beta-D-glucosaminyl)]n|[1,4-(N-Acetyl-beta-D-glucosaminyl)]n+1","17029","7"
"C00462","Halide|Hydrogen halide|HX|Halo acid","16042","7"
"C00463","Indole|2,3-Benzopyrrole","16881","8"
"C00464","Mannan|Mannoglycan","28808","4"
"C00466","Acetoin|2-Acetoin|3-Hydroxybutan-2-one|3-Hydroxy-2-butanone|Dimethylketol","15688","4"
"C00468","Estrone|3-Hydroxy-1,3,5(10)-estratrien-17-one","17263","12"
"C00469","Ethanol|Ethyl alcohol|Methylcarbinol","16236","9"
"C00470","Pectate|Pectic acid|alpha-D-Polygalacturonic acid|Poly(1,4-alpha-D-galacturonate)|Poly(1,4-alpha-D-galacturonate)(n)|(1,4-alpha-D-Galacturonide)n|(1,4-alpha-D-Galacturonosyl)n|De-esterified pectin","15446|17788|68837","13"
"C00472","p-Benzoquinone|Quinone|Chinone|2,5-Cyclohexadiene-1,4-dione|1,4-Benzoquinone","16509","7"
"C00473","Retinol|all-trans-Retinol|Vitamin A|Vitamin A1","17336","8"
"C00474","Ribitol|Adonitol","15963","3"
"C00475","Cytidine","17562","14"
"C00476","D-Lyxose","16789","1"
"C00477","Ecdysone","16688","6"
"C00478","Lichenin|Lichenan","6452","0"
"C00479","Propanal|Propionaldehyde","17153","5"
"C00480","Pullulan","27941","0"
"C00481","Pyrazole|1,2-Diazole","17241","2"
"C00482","Sinapate|Sinapic acid|3,5-Dimethoxy-4-hydroxycinnamic acid","15714","10"
"C00483","Tyramine|2-(p-Hydroxyphenyl)ethylamine","15760","6"
"C00484","Arylamide","2862","0"
"C00486","Bilirubin","16990","5"
"C00487","Carnitine|gamma-Trimethyl-hydroxybutyrobetaine|3-Hydroxy-4-trimethylammoniobutanoate","3424","4"
"C00488","Formamide|Methanamide","16397","3"
"C00489","Glutarate|Glutaric acid|Pentanedioic acid|1,3-Propanedicarboxylic acid","17859","3"
"C00490","Itaconate|Itaconic acid|Methylenesuccinic acid","30838","6"
"C00491","L-Cystine|L-Dicysteine|L-alpha-Diamino-beta-dithiolactic acid","16283","4"
"C00492","Raffinose|Melitose|Melitriose|Gossypose|6G-alpha-D-galactosylsucrose","16634","7"
"C00493","Shikimate|Shikimic acid|3,4,5-Trihydroxy-1-cyclohexenecarboxylic acid","16119","7"
"C00494","Sisomicin|Antibiotic 6640|Dehydrogentamicin Cla|Rickamicin","9169","0"
"C00495","Sulochrin","16159","2"
"C00496","Ubiquitin","","3"
"C00497","(R)-Malate|D-Malate|D-Malic acid","30796","3"
"C00498","ADP-glucose|Adenosine diphosphoglucose","15751","9"
"C00499","Allantoate|Allantoic acid","30837","3"
"C00500","Biliverdin|Biliverdin IX alpha","17033","9"
"C00501","CDP-glucose|CDP-D-Glucose","28942","2"
"C00502","D-Xylonate","48093","3"
"C00503","Erythritol|Erythrol|Phycitol|Phycite|Erythrite","17113|48299","1"
"C00504","Folate|Pteroylglutamic acid|Folic acid","27470","4"
"C00505","Gentamicin","17833","1"
"C00506","L-Cysteate|L-Cysteic acid|3-Sulfoalanine|2-Amino-3-sulfopropionic acid","17285","7"
"C00507","L-Rhamnose|6-Deoxy-L-mannose|L-Mannomethylose|L-Rhamnopyranose","62345|62346","7"
"C00508","L-Ribulose|L-erythro-Pentulose|L-Arabinoketose|L-Arabinulose|L-Riboketose","16880","3"
"C00509","Naringenin|4',5,7-Trihydroxyflavanone|(2S)-Naringenin|(-)-(2S)-Naringenin","17846","12"
"C00510","Oleoyl-CoA|(9Z)-Octadecenoyl-CoA","15534","2"
"C00511","Acrylic acid|Propenoate|Acrylate|2-Propenoic acid|Vinylformic acid","18308|37080","5"
"C00512","S-Benzoate coenzyme A|Benzoyl-CoA","15515","19"
"C00513","CDP-glycerol","17885","3"
"C00514","D-Mannonate","17767|33076","4"
"C00515","D-Ornithine","16176","6"
"C00516","Fibronectin","5058","0"
"C00517","Hexadecanal|Palmitaldehyde","17600","5"
"C00518","Hyaluronate|Hyaluronic acid|Hyaluronan|[beta-N-Acetyl-D-glucosaminyl(1,4)beta-D-glucuronosyl(1,3)]n","16336","2"
"C00519","Hypotaurine|2-Aminoethanesulfinic acid","16668","3"
"C00521","(-)-Limonene|(-)-(S)-Limonene|(-)-(4S)-Limonene","15383","6"
"C00522","(R)-Pantoate|Pantoate|Pantoic acid","14737|15980|18697","6"
"C00523","Androsterone|3alpha-Hydroxy-5alpha-androstan-17-one","16032","3"
"C00524","Cytochrome c|Holocytochrome c","18070","1"
"C00525","D-Tryptophan","16296","3"
"C00526","Deoxyuridine|2-Deoxyuridine|2'-Deoxyuridine","16450","6"
"C00527","Glutaryl-CoA","15524","8"
"C00528","Glycopeptide","24396","0"
"C00530","Hydroquinone|p-Benzenediol|1,4-Benzenediol|1,4-Dihydroxybenzene|Benzene-1,4-diol|Quinol|4-Hydroxyphenol","17594","15"
"C00531","Itaconyl-CoA","15528","7"
"C00532","L-Arabitol|L-Arabinol|L-Arabinitol|L-Lyxitol","18403","4"
"C00533","Nitric oxide|NO|Nitrogen monoxide","16480","20"
"C00534","Pyridoxamine|PM","16410","6"
"C00535","Testosterone|17beta-Hydroxy-4-androsten-3-one","17347","9"
"C00536","Triphosphate|Triphosphoric acid|Tripolyphosphate|Inorganic triphosphate","18036|39949","8"
"C00538","2-Oxoaldehyde","27659","2"
"C00539","Aromatic acid|Aromatic carboxylic acid","30746","3"
"C00540","Cinnamoyl-CoA|S-(Cinnamoyl) coenzyme A","15463","5"
"C00541","Cob(II)alamin|Vitamin B12r","16304","6"
"C00542","Cystathionine","17755","2"
"C00543","Dimethylamine|(CH3)2NH","17170","10"
"C00544","Homogentisate|Homogentisic acid|2,5-Dihydroxyphenylacetic acid|2,5-Dihydroxyphenylacetate","44747","12"
"C00545","L-Arabinonate","16501|33510","2"
"C00546","Methylglyoxal|Pyruvaldehyde|Pyruvic aldehyde|2-Ketopropionaldehyde|2-Oxopropanal","17158","15"
"C00547","L-Noradrenaline|Noradrenaline|Norepinephrine|Arterenol|4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol","18357","4"
"C00548","Phenyl acetate|Acetylphenol|Acetic acid,phenyl ester","8082","1"
"C00549","RNA (poly(U))","8758","0"
"C00550","Sphingomyelin","17636|62490","5"
"C00551","beta-D-Glucan|beta-Glucan","28793","0"
"C00552","meso-Tartaric acid|meso-Tartrate","15673","4"
"C00553","(+)-Neomenthol","15402","2"
"C00555","4-Aminobutyraldehyde|4-Aminobutanal","17769","8"
"C00556","Benzyl alcohol|alpha-Hydroxytoluene|Benzenemethanol|Phenylmethanol|Phenylcarbinol|Hydroxymethylbenzene","17987","7"
"C00557","Cyclopentanone","16486","2"
"C00558","D-Tagaturonate|D-Tagaturonic acid","17886","2"
"C00559","Deoxyadenosine|2'-Deoxyadenosine","17256","4"
"C00561","Mandelonitrile|Benzaldehyde cyanohydrin|(R)-Mandelonitrile","16910","5"
"C00562","Phosphoprotein","","2"
"C00563","Phosphoramidon","45353","0"
"C00565","Trimethylamine|(CH3)3N|N,N-Dimethylmethanamine","18139","10"
"C00566","(3S)-Citryl-CoA","15459","3"
"C00568","4-Aminobenzoate|ABEE|4-Aminobenzoic acid|p-Aminobenzoate","30753","9"
"C00569","Arabinogalactan|Arabinogalactoglycan","27569","0"
"C00570","CDP-ethanolamine|Cytidine diphosphate ethanolamine","16732","6"
"C00571","Cyclohexylamine|Cyclohexanamine","15773","3"
"C00573","Keratan sulfate|Kerato sulfate|Keratan 6'-sulfate|Keratan|Kerato 6'-sulfate","18331","4"
"C00574","beta-D-Fucoside","28419","0"
"C00575","3',5'-Cyclic AMP|Cyclic adenylic acid|Cyclic AMP|Adenosine 3',5'-phosphate|Adenosine 3',5'-cyclic phosphate|cAMP","17489","2"
"C00576","Betaine aldehyde","15710","8"
"C00577","D-Glyceraldehyde","17378","11"
"C00579","Dihydrolipoamide|Dihydrothioctamide","17694","1"
"C00580","Dimethyl sulfide|Methyl sulfide|Methyl thioether","17437","6"
"C00581","Guanidinoacetate|Guanidinoacetic acid|Glycocyamine|N-Amidinoglycine|Guanidoacetic acid","16344","4"
"C00582","Phenylacetyl-CoA|Phenylacetyl coenzyme A","15537","7"
"C00583","Propane-1,2-diol|1,2-Propanediol|Propylene glycol","16997","5"
"C00584","Prostaglandin E2|(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate|(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate|Dinoprostone|PGE2","15551","4"
"C00585","Protein tyrosine|[Protein]-L-tyrosine","","3"
"C00586","2-Deoxy-D-glucose|2-Deoxy-D-arabino-hexose|D-arabino-2-Deoxyhexose","15866","2"
"C00587","3-Hydroxybenzoate|3-Hydroxybenzoic acid|m-Hydroxybenzoic acid","30764","9"
"C00588","Choline phosphate|Phosphorylcholine|Phosphocholine|O-Phosphocholine","18132","8"
"C00590","Coniferyl alcohol|Coniferol|4-(3-Hydroxy-1-propenyl)-2-methoxyphenol|trans-Coniferyl alcohol","17745","7"
"C00591","N-Acylneuraminate","16498","3"
"C00593","Sulfoacetaldehyde|2-Sulfoacetaldehyde","17717","11"
"C00596","2-Hydroxy-2,4-pentadienoate|cis-2-Hydroxypenta-2,4-dienoate|Oxopent-4-enoate|2-Oxopent-4-enoate|2-Hydroxypenta-2,4-dienoate","1113|11641|37319","15"
"C00597","Glycerate 3-phosphate|3-Phosphoglycerate","17050","0"
"C00599","Cholest-4-en-3-one|Cholestenone|4-Cholesten-3-one","16175","5"
"C00601","Phenylacetaldehyde|alpha-Tolualdehyde","16424","8"
"C00602","beta-D-Galactoside","28034","1"
"C00603","(-)-Ureidoglycolate|(S)-Ureidoglycolate","15412","6"
"C00604","1,10-Phenanthroline|o-Phenanthroline","44975","0"
"C00605","2,3-Dehydroacyl-CoA|Dehydroacyl-CoA","15469|19573","7"
"C00606","3-Sulfino-L-alanine|L-Cysteinesulfinic acid|3-Sulphino-L-alanine|3-Sulfinoalanine","16345","6"
"C00607","Chondroitin sulfate","37397","0"
"C00608","Deoxyribonucleotide","","0"
"C00609","Long-chain aldehyde","17176","8"
"C00611","N-Acetyllactosamine|beta-D-Galactosyl-1,4-N-acetyl-D-glucosamine|beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosamine","16153","3"
"C00612","N1-Acetylspermidine","17927","1"
"C00613","Protein-L-arginine|Peptide L-arginine","28224","4"
"C00614","Protein glutamate|Protein L-glutamate","","3"
"C00615","Protein histidine|Protein L-histidine|[Protein]-L-histidine","","30"
"C00616","Quercetin 3-sulfate","17730","3"
"C00617","UDP-D-galacturonate|UDPgalacturonate","16085","6"
"C00618","3-Dehydro-L-gulonate","16142","5"
"C00619","3-Oxo-delta4-steroid","47909","3"
"C00620","alpha-D-Ribose 1-phosphate|Ribose 1-phosphate|D-Ribose 1-phosphate","16300","15"
"C00621","Dolichyl diphosphate|Dolichol diphosphate","15750","5"
"C00623","sn-Glycerol 1-phosphate|sn-Gro-1-P|L-Glycerol 1-phosphate","16221","5"
"C00624","N-Acetyl-L-glutamate|N-Acetyl-L-glutamic acid","17533|44337","3"
"C00625","N-Acyl-D-mannosamine","16062","3"
"C00627","Pyridoxine phosphate|Pyridoxine 5-phosphate|Pyridoxine 5'-phosphate|Pyridoxol 5'-phosphate","28803","4"
"C00628","2,5-Dihydroxybenzoate|2,5-Dihydroxybenzoic acid|Gentisic acid|Hydroquinonecarboxylic acid|Gentisate","17189","8"
"C00630","2-Methylpropanoyl-CoA|2-Methylpropionyl-CoA|Isobutyryl-CoA","15479","10"
"C00631","2-Phospho-D-glycerate|D-Glycerate 2-phosphate|2-Phospho-(R)-glycerate","17835","6"
"C00632","3-Hydroxyanthranilate|3-Hydroxyanthranilic acid","15793","10"
"C00633","4-Hydroxybenzaldehyde|p-Hydroxybenzaldehyde","17597","9"
"C00634","Chondroitin 4-sulfate|Chondroitin sulfate A|Chondroitin 4'-sulfate","18250","3"
"C00635","Chondroitin 6-sulfate|Chondroitin sulfate C|Chondroitin 6'-sulfate","18296","2"
"C00636","D-Mannose 1-phosphate|alpha-D-Mannose 1-phosphate","18205|35374","8"
"C00637","Indole-3-acetaldehyde|2-(Indol-3-yl)acetaldehyde|Indoleacetaldehyde","18086","7"
"C00638","Long-chain fatty acid|Higher fatty acid","15904","6"
"C00639","Prostaglandin F2alpha|(5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate|(+)-Prostaglandin F2a|7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid|9a,11a-PGF2|Amoglandin|Cyclosin|Dinoprost|Enzaprost|Enzaprost F|Panacelan|PGF2a|9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid|Prostaglandin F2a|Prostin F 2 alpha|Protamodin|U 14583|(5Z,9alpha,11alpha,13E,15S)-9,11,15-Trihydroxyprosta-5,13-dienoate","15553","5"
"C00640","(3S)-3-Hydroxyacyl-CoA|(S)-3-Hydroxyacyl-CoA","15455","3"
"C00641","1,2-Diacyl-sn-glycerol|1,2-Diacylglycerol|L-1,2-Diacylglycerol","17815","31"
"C00642","4-Hydroxyphenylacetate|4-Hydroxyphenylacetic acid","18101","9"
"C00643","5-Hydroxy-L-tryptophan|Oxitriptan","17780","5"
"C00644","D-Mannitol 1-phosphate","16298","5"
"C00645","N-Acetyl-D-mannosamine|2-Acetamido-2-deoxy-D-mannose","17122|63153","7"
"C00647","Pyridoxamine phosphate|Pyridoxamine 5-phosphate|Pyridoxamine 5'-phosphate","18335","6"
"C00650","4-Hydroxymandelonitrile","18115","1"
"C00651","4-Methylene-L-glutamate","48031","3"
"C00652","D-Arabinono-1,4-lactone","16292","4"
"C00653","Poly(ribitol phosphate)|Poly-1,5-ribitol phosphate|(Ribitol phosphate)n|(Ribitol phosphate)n+1","16051","5"
